col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
MxgdI,EgNgZ,sDUIV,28,47,37,39,28.481899776569207,12.771180400293295,xUiue,23,-1.887772235459794
YQrrN,QdtYi,kwjCv,24,52,50,43,22.641729081943375,6.274731444286891,PePYF,34,1.2012963208365646
GuiuC,YMxBy,pBaCF,22,51,51,42,32.4634036856433,6.5522808934458325,xelbe,39,-11.271550091313369
ymUeS,WKUMX,Anruy,36,48,44,40,31.851557538524293,13.342616005243293,EMJeR,42,6.060122460275599
lcyAZ,YuIhv,udMqQ,35,43,47,40,14.15730191324846,11.082845399460231,QXyjL,27,-12.159271466096442
sEoSo,HdmTD,YfVvT,43,50,50,44,25.19634262272667,15.220613842678677,RSZKm,37,5.712531463642388
YANpV,LJrpl,vuWCd,26,39,53,49,9.586482926870053,12.35952363074968,ZaPwt,42,-8.640779440546085
YOIJj,VrPYz,NSIfk,31,43,43,44,18.638613020346032,9.661266604663139,yrJdz,36,4.5290051951082555
iETxw,MkDyr,vCBEy,31,42,36,43,32.73739566897399,11.100482796950716,pIkIS,46,11.461402854074906
QFDPU,JNsdQ,WUgxd,17,38,38,43,14.185826657587732,2.915498897139967,EhGJS,40,-0.7238402588400303
wNtDf,fdhek,jfJzd,17,42,46,39,39.34013581979006,11.309128976450268,Xnzox,34,-1.4178387819303904
Zjjnt,aDPxH,NTKLG,22,38,40,40,20.606267058161762,8.144546154036789,ORAvN,27,14.121716805126194
lYHtR,XMGWq,XCISf,25,36,48,45,29.330558592708194,17.329501981203663,YSMOu,27,4.864197538715128
NikEx,odXIs,JzZPf,37,42,38,44,4.433523607001746,7.1406990187609285,Dgkyw,34,11.528873085047888
Mufse,rBZrG,ylSop,31,54,43,46,34.411398670151726,14.614228040490685,IStLM,29,-4.683390653695058
LLDKz,eaAvn,LpGak,48,39,37,47,32.83006362394627,8.967771455619625,XkHSS,26,1.88829005991371
ouMes,eRCSQ,bvABT,49,44,43,38,11.947167974952674,4.57731373573357,QTyYQ,40,-13.117144206940242
FWARD,hWtnV,GvBfo,30,36,39,42,20.37286440027464,15.851325531281812,UhkLq,32,-2.139269143930198
GcXfF,WZiFb,dVfuC,28,43,46,45,29.006445442209806,13.3167967616463,rdKOH,32,-1.4575731058932337
sXtVZ,wjaAH,IRKLh,29,41,40,44,14.195699107806975,12.582533702487634,BGXLl,25,14.009655532241629
JKcTr,ZlcDd,tTxrO,29,39,40,40,25.572606938892854,1.8789558414560679,LpTzq,34,-7.01232390392169
YXNXG,rTJcT,KRfWK,12,34,40,41,14.97045319716015,8.327789259624256,GPTqF,35,8.166213086605733
HmuIo,lSPtC,TtapZ,37,38,44,43,33.88173768582659,15.137989588095623,TwQub,35,7.427124489303765
YDldB,LEIuC,oGHDJ,23,30,46,40,25.292816938102014,12.215005977691781,QLDfn,34,0.3941923528531346
nJUWd,ietzQ,yrYAK,34,31,52,44,20.15561651415512,7.312017417082291,anROC,29,17.854176539218194
TOGHv,UhXkj,pWuza,43,34,42,45,17.35377334921298,9.344369537999697,iOCzq,34,17.844267642672357
HwQHl,ZpoEf,opKzT,21,50,44,47,23.321010995205622,7.772135900178887,uAOLe,33,-4.7019707941531514
MqlON,PVfVo,rZvOH,29,34,42,43,21.32339607646547,5.39866225259458,GIOfG,23,24.625228023725366
dvRrm,bvfpj,AUwjZ,31,49,42,40,23.319021552454473,10.954022619720027,BePoE,21,1.2397793778177317
UseKs,yPqTS,cJZbx,40,43,47,41,11.306295286800866,13.352480901233513,qTDQL,30,15.406001460203656
jKBwh,fzKwT,SzxYt,13,45,46,40,31.719566598354874,9.67544957948297,IEzgU,28,9.665281918035024
ujCYR,OWOKS,fTtuZ,27,42,44,43,32.38092543891328,11.35894348128243,llNVp,25,-2.0627318958808543
dqfwI,VukQC,uQzdE,35,40,42,44,26.869969298991577,11.642317268861197,bUtvC,32,1.7141345833013077
mVDdU,hRdEQ,oxTIB,35,56,52,45,21.341725260078565,15.614498266974408,FxluG,20,11.108775480074009
liaZx,xUFJr,WEhzz,44,38,46,48,31.366345477273647,6.385551059694093,rTMwC,44,-3.4902023925695564
uJwiV,GVlRn,RXOax,41,39,41,44,21.020258389824466,5.656211447867055,ibzsT,26,4.681866123929515
Cifml,HbYRT,ciHku,27,48,47,45,35.73453014756514,4.645858567621475,eNmmz,39,-9.432729494875547
hyvdI,Gmyns,tYQZj,26,39,45,46,30.735009017873942,8.501169511826662,vUdpy,30,-7.5064953441581395
Gospk,zGxUF,iXfeU,35,39,39,41,23.87461871148412,11.624844517401598,IAWBj,34,6.214824823984319
UrywF,urxpq,OxhAr,41,40,54,45,22.755838481660135,8.898263411096135,FaaVS,33,1.9506504368441169
ttSYh,oHmSf,wnhFz,28,38,49,43,19.14024392454326,5.380948580319781,aTqXD,28,2.209607322701076
bCXWR,gIvOF,hATCq,28,44,52,45,9.067268846069261,14.34570326577846,hvMtt,34,-6.399489952636268
TTgnb,YtpDw,nDxWS,41,42,46,37,23.482796186619186,10.74369682721296,eoiMu,33,17.532458641396317
LoYiY,mqMvL,zNykw,36,57,44,44,27.21920418349231,5.331554776587074,EDijK,24,5.527665173815366
tbAwn,dThDp,IpmSN,36,28,47,44,14.304168845794198,10.234127421426987,SmYPa,31,13.741265488280224
pKVzE,lPsDH,TwiZO,22,38,48,43,21.807998975342105,12.77634392338581,ODfnN,34,6.188884369257192
kOSpu,SNPDr,eMJKc,21,46,38,51,25.095891592018244,11.002526935377198,avWkB,23,1.4173008686270152
hgItJ,RheOe,mVknX,20,34,41,42,35.62678735200887,7.0227330569751825,bCwYK,36,15.721934944501678
ezJqL,DhGmb,pbnlv,20,40,41,40,29.30793907894447,12.836377082000846,xNZre,35,-2.4440449422965385
xxvgz,EDaXt,LHgHF,34,44,49,42,27.318102606930463,15.332453193568313,CRfUh,31,-4.655868427248
PMaAy,Tfepp,WDvHs,38,43,48,41,24.62573895047335,12.9144615710661,AZnlK,47,-8.277212519124516
fbprJ,kGaCt,NGBCb,33,47,49,41,21.24290069795776,7.842100134107428,YqmOa,24,0.48827053884072535
Qtmfk,RZsbf,LYUUT,30,32,47,39,17.438379653856664,11.569178301694757,EBepG,38,9.06943089079931
IfWEY,CwWDJ,lJdDk,32,49,45,40,25.698186047271818,15.988791439145722,ljhcD,38,-0.09005808890949307
ptyLK,XJTdc,JGkMk,33,41,38,40,18.029241948203218,6.487761627735511,Omumi,34,17.33629489127347
AsPAu,dwEOY,tgKvQ,25,45,42,42,20.060779458419834,14.486731640670275,NkEGR,38,8.292005844791992
ZJDWO,OaAds,BCJVK,28,41,43,43,23.753704839492816,13.118164685629303,Zfjvh,30,7.1338393663366
ddZkI,OJiHj,LARiE,23,51,34,37,8.797498848987308,11.404221571288485,btaEK,25,24.790428301359146
VCkyz,wRYSR,XZVgy,44,46,45,38,35.1321626042931,17.5234695521149,SwTwI,38,2.558178842596561
VqFaF,YWlkM,wbhnp,40,46,54,39,21.678342382980397,5.552027525635352,VGoqz,35,13.288299564290117
rnFgg,aaqST,uAXhh,19,51,51,41,30.413883475181585,0.08746357626439405,XmteX,34,8.048043294293938
PqLMz,Wehai,WvUBd,39,47,45,43,11.012284826524281,7.04485367439238,hFJDv,25,-6.053870021642206
QXfEa,elcsm,EUccW,36,33,40,47,33.228063827723744,8.790715673167195,DwmnT,42,-1.2275745519745573
iiztg,ckYRs,niuTN,41,37,48,42,15.874086145916658,4.084586359616567,sTKyU,27,8.651842863587072
REFbA,uvOCB,NWgnS,43,42,40,45,23.912162014685336,7.312618389641948,cplYH,37,8.808292767547718
DRNkL,iXStc,jsVKE,43,53,50,43,25.88470576578171,13.675203185556347,ydFVt,29,0.1360199068693042
cYzsY,KmNsL,UGokk,49,37,60,43,12.296481440118948,12.642013938061902,WqGEv,38,6.836141636783311
GkaqQ,XpxlR,pYTSg,47,39,41,44,21.83942011053178,13.46854257308694,visYg,38,-0.864011698748488
KkveW,TdTYd,yXQOa,26,37,46,39,20.68122103008757,7.4203286415405305,JcrbP,28,-0.40511453980845236
TiMVv,otGcr,XoIfB,17,49,47,44,20.564569178016008,9.773735787795603,vZdFJ,26,9.288808818703941
dCAcW,YInVw,pyoul,16,52,35,42,26.772845503976715,14.361548165992627,dDcDg,35,8.002565126029165
tmsJl,gSiZx,PMNWD,41,44,43,37,25.160280392307655,8.314481250533373,HapJK,28,6.378290274483538
iLROY,mGWOt,fqswG,41,37,43,37,2.8161783841765313,11.709695488030397,OscCD,38,20.276967889938017
oqJcL,ynUJj,oSzTM,31,43,36,44,16.03348448859603,6.550572433145932,dMocn,33,1.8049509757187243
uuWcq,kQYeE,mPSEd,37,37,39,44,33.62577057982295,9.935987596379187,syGyu,37,-5.59168880435416
TsNRE,mVfRC,Jpsfk,36,35,44,44,18.91144641428979,10.913017855034685,fGCQK,49,7.18566653508074
hWWxw,xQoxh,oozyI,28,47,42,44,14.820923169909037,14.473691260946264,vjyFD,28,11.51983318120283
Iruiu,DypyD,ulbGL,40,41,36,37,26.97026072119063,5.24433002790148,DLQFB,38,10.795185170221355
HyJBK,KEODP,oTvSf,30,42,36,43,22.63226112503288,11.865021533640753,TIryO,41,9.405486841988946
mAVID,OESAx,COBDY,41,47,39,40,10.02763462438691,13.883031191601267,yognG,29,1.9744590509568543
WIjiC,ffQxY,kPhLy,27,41,48,44,26.8705828198381,4.491137121902817,sXlmV,30,-4.315599307659893
pMXzh,MXHnJ,sfeUD,33,50,45,51,26.21096874568032,12.870756120232105,Vwgvp,39,6.047044982617507
bUWdU,GAEzx,naJbL,35,40,44,41,14.567492629574083,8.416930761806922,agxED,30,11.146325654616138
UGYIT,qPAcd,tLcyL,44,45,43,38,22.378587138327276,12.355990875390166,gpByA,29,7.7598573719135935
CkmBT,SQFap,DgoPq,38,34,39,49,18.714828109141745,13.724764696387318,KlYFz,30,10.217937769553544
AxmKo,feuvN,kwGDa,28,39,44,43,31.042529537727837,9.592991260133319,QLPgY,33,7.5050464800869126
zWjKz,tcofy,upRfP,32,42,39,43,16.837955538513487,12.61895621723602,nYuGE,32,7.934089660023313
lkzzY,HctvM,raHgV,13,43,48,49,28.115048215366507,12.930162072262664,VhirX,28,7.425105805789032
qDYdH,JqvnV,zvoBd,24,38,46,42,4.890206351511726,9.275596074597496,hHHBi,29,-6.504778222584672
OFWvL,xsRXz,sMZgb,25,41,44,42,10.306581017701657,4.820042695072683,sDtjb,27,1.4640557545924873
MJxoY,wrhYs,Ppzji,39,48,41,45,18.39743708848352,13.217236268660269,iMlPv,38,-4.770198294675465
mtNhW,CdFLC,lQsaq,14,43,34,43,10.750767137565632,6.745768107809778,OPjLk,27,9.78066707991098
wMECe,PrNPp,qyLoU,33,47,45,40,17.688982200908637,5.369190219112348,MZAaO,39,4.403832894875895
MpDls,OScwB,BTUsL,29,51,44,39,29.472484238577373,18.99256510439072,yCbaW,19,22.079684524727092
lhhCb,TUYin,NirCM,48,39,46,43,20.241210488262713,12.372747906706504,golbT,29,-4.579209825365787
zlyjv,DqgDO,Ahlnb,40,38,44,42,22.704945004659848,5.020360525758338,bHUSS,32,-2.777769175191805
ghUTI,KRAhd,yFDWB,27,55,37,42,17.596908448375935,11.695472978034768,GNzIj,36,4.607277896894049
HcTiG,tEoJy,rKqOk,25,35,50,41,29.122518004622368,13.79735210562204,onezz,37,14.707806536732935
qNbQB,GVxKN,StXjJ,45,49,46,46,19.837695100218266,12.568639094129985,zLirY,41,-6.413070577099287
KJKqu,ayIxr,pQmmt,34,50,51,43,24.828324767204478,8.312245296114005,jtdVA,35,8.209858596817146
HcxqX,urZdE,mZUmX,57,37,46,38,13.923790647055398,15.660374557191911,nNESH,32,16.81041783852298
aBmkF,IuOrN,mGBAi,39,41,47,49,18.684010432049156,12.256330648061734,dVVjF,26,11.20616455433478
NqBTk,Oyjdr,zbJhT,32,41,42,39,21.697286962377213,10.814441623434355,IrMvr,33,4.0749288147703275
QMoij,sRFtT,OGqlg,24,47,51,38,34.10844729263921,11.43178289521327,EjjYb,37,5.133800814670192
yZDVS,vbnsb,VWwrx,28,51,48,47,35.166981621208265,7.729305359260885,ByBtV,32,14.297110946335907
fGwSA,SWIsP,GCNtq,36,45,51,46,16.982917262905477,6.754516422981637,nkKCO,40,-2.5119068514539205
VMJaP,SCmFO,YBMlZ,28,41,47,43,18.446201550319497,10.115169604570685,woCcK,45,14.88181838160881
SfzSd,QBLlE,IlezS,15,43,37,45,22.275654175098794,5.241313570893084,dBcUO,33,12.762637604686686
qJGUO,pRIqz,ffFmt,36,46,46,42,25.080371681515683,9.163698735589664,YMXEZ,34,-2.698815082102162
wexrA,UzlJW,hbFqP,28,41,47,38,16.653510873748438,17.237299698511247,NWjNK,41,12.633944546735728
WFUMT,DpbDW,dkrHs,40,33,45,42,29.625460629871718,9.016292419213105,vbVFg,23,27.147901326708148
dFrVC,TAQLi,rZkkd,42,45,48,39,26.559269836226072,13.432491578717247,TeadT,28,0.15872140402457724
AbeBD,FtaCG,hqxum,25,38,51,44,22.833969823456652,5.450732618505765,OLJSt,37,2.1726687259928
GgcPV,jGhfR,TgJKh,20,37,38,44,23.061883282804992,5.502552026283438,MFztw,31,10.71982569905349
oYSEO,RYHve,PYUqs,36,36,48,43,18.47401147849472,10.240873636817142,mkPUt,28,12.888892444951532
kCLKx,IqPfc,txEyO,30,45,50,43,20.052992992000608,16.922409412773487,nIIEj,38,-0.01058562589234402
OnmWx,nitwa,HFbdb,31,44,57,37,14.867287922769599,12.919568758247639,TCOeK,26,-3.2914037426560085
lTdPr,osTXR,LKuOz,21,43,37,44,26.62044387163973,9.114463719822242,dOUiU,24,-11.427912025990107
mDrzc,mYCrC,lRjdR,40,42,47,40,7.068521262783232,9.64741954334016,VYAvP,38,-6.5290332364737225
PgVIQ,yUONv,byRlZ,43,48,46,41,22.35809939461309,12.880517881839612,ZsnBY,31,-8.758188571708331
jqOJi,vskwZ,jtyGS,24,41,46,46,22.990850937659584,12.084176179777167,qsjlE,24,14.38476469535105
rLubw,yetkh,sSBpP,25,45,49,45,37.45114811157384,14.419892645955844,rITMK,27,0.17986833074375586
eRSji,oORrH,ADgme,28,36,45,43,16.075588409093136,0.7770402103844027,iVMap,38,-0.1227577953783685
kMfYu,BIvsQ,CPSNB,40,41,41,47,9.070663348787429,11.611428741362726,JbPuZ,35,8.122404389374823
fQBjf,TXdPr,EYiLi,30,44,42,40,18.47057762375741,9.676209421816203,XHakB,38,5.233924346523908
hBgMo,TLmpi,PtBLX,27,30,48,40,21.84331360193841,6.883543379428668,yJWVL,31,0.8616653476265501
ukNKt,npxlY,sKlfR,41,38,57,43,27.115814959575317,8.759061988612888,Mybpf,26,7.291485205591719
PrFWM,iqloA,EFiqL,18,43,52,45,22.76167500119749,14.268830681559837,NWfkG,31,0.6145058823026344
zaxyQ,hrpOS,nHRBu,38,43,51,37,18.39175914980121,9.71678755661615,EyZpi,38,14.77739269743078
pLcrQ,fugEa,MVMkr,38,34,43,44,23.540408505834066,15.572609434074948,thdeb,25,-5.257479355508805
bNJNN,Hoowm,LrIKc,28,30,49,41,7.854268683757645,6.054890988581997,Hprsi,41,6.635520963103579
AwwFL,GQDwp,ctsss,36,48,51,44,19.35230186886731,11.91761865588123,SqUbj,38,19.107061474961565
sjVFG,vuJHP,HWSFE,28,53,35,47,28.765836184846467,8.559138097723583,WHtkN,27,9.082436572594698
pBxWD,hLThk,rxjMA,45,43,43,43,39.00988209050777,10.308414318105395,iVRxZ,31,12.625109584133424
lQAOP,mAwSp,wGoQW,38,48,40,45,15.589298967661769,11.917393282544401,qSreQ,31,0.2980370588679433
chftW,DsfOl,VBfLs,23,39,46,41,18.59435855491901,7.137265742842548,ghBom,29,-6.12729420646439
qVRBq,bTtAB,Xdmbq,37,32,41,44,21.990452466252847,7.893138663492322,frxVg,35,3.8759326271687677
Orkwr,bkPoY,LSgkt,36,41,50,39,10.531980545152205,8.261455480024333,JPxPF,36,13.507668029519586
jWwDT,NfiPA,lKfQX,27,40,30,40,13.921396308089186,9.337284732128808,ZRvPS,30,-0.07177874708701726
FRpqu,VqEsq,YpmpR,16,47,51,43,25.334005380257114,16.896818409799906,cAaUo,42,-5.895375707398479
CgrmG,pQSwi,sdCvI,37,32,53,36,23.34356450335295,13.024852897246626,XQXew,44,8.648333617859667
QIqvC,NMIYW,PUYya,23,41,46,41,31.22929899003629,9.930336975720621,yYOUr,32,13.749556216692653
Uwzan,SszAr,EyNLf,52,39,44,43,8.944784385520864,13.992322085594308,wweWH,33,5.739560731361146
kRDKT,dFLAJ,fJoBH,34,48,42,46,39.0809391202198,10.92363053653033,CKvzq,28,-4.271752062857894
qwwTs,rMuWS,EsifZ,25,37,36,42,19.667744645814107,12.724730747443573,CYOqH,42,-14.558480638822726
puMWO,oNdPk,XeADD,56,29,36,42,21.927978093345942,14.566079357251937,guAdx,39,10.84417224237696
IlWmS,uLUVT,UWnNP,35,28,44,40,19.778931824905666,6.8410032070734506,evoPy,34,-8.091933065495926
FGfWp,oXkWm,MkUBe,36,39,43,45,19.988160564593358,6.18328809863409,bGsut,27,5.04298921903519
ooTtc,Uiocs,fmbXI,28,50,51,42,29.965405082319784,12.848415517689396,RRrCF,32,4.012890424835682
MatiY,xLRnW,SlJOL,37,55,50,42,35.43397092537755,16.012644941084066,bFTPr,24,4.823602739179669
vUNPb,gZVly,HjtMC,30,40,37,44,11.283619337640985,12.873539788197277,dlbAF,28,6.772457863455115
haCyU,vnNWI,SChjg,33,50,41,45,24.405793613080952,2.23075575700497,qlhAO,39,13.932781648587966
FmfZo,WHVzC,FrlzF,27,41,50,52,26.411708058869984,11.39151234310876,OiVVV,44,11.590150659282752
mRaQe,CwGUd,Evrjd,24,48,44,38,17.973146540573453,9.237867740960528,rEcsM,27,-3.970468596983503
LmsJt,XiRLS,HaBVr,18,42,40,45,19.26609921727259,5.171956374176552,OBhus,39,-1.6935206449180464
zSyOI,uwqZC,ScnJy,32,50,45,48,20.927483431673345,13.48380102782356,pBfxB,32,16.310360952413767
jhoKI,vPWGv,QZFnk,27,44,52,41,18.61140272027164,10.957373281889444,gmkHU,34,-3.023918966723068
xEUaP,CojIH,vsnpE,27,40,50,43,14.75422496095375,12.088419795668681,iQHpz,37,-4.597700422327085
aeDBd,QucvL,FbzMP,24,50,51,46,10.352463182811933,12.175999466200489,BiMQT,30,-12.228614519526126
wbMxz,rCExZ,VqnjU,37,40,46,40,27.123363717630266,13.609728861465467,LhmeZ,30,-4.112520038421941
odySU,qKvRK,agFqY,24,37,42,40,21.37886957278204,5.778947651767255,TSiGM,39,18.539744001219297
vGyYE,Sjvmn,Hiyho,25,46,49,44,27.05735540613551,7.405387993108818,CZjXY,24,-6.27363433231851
bojZS,Svywr,qYxFw,25,37,49,42,18.566309033756447,9.526614553530338,bZTkn,38,5.460785738602216
POLMm,vYMvM,UlaoT,52,44,49,42,23.122163072252956,7.134223081714138,wWicv,30,-2.732100073396677
RkZzd,lmEcU,QsHNe,21,48,46,38,16.08111101886577,8.467146071527548,FnHSp,32,-3.1069081014553497
VrKYz,kZtvp,ENcHk,40,53,49,48,23.811004310795237,14.9395013516001,Nspkx,24,21.908680636596653
OmyMf,OFSjL,DCzUo,33,34,51,43,28.60702369746293,11.879272085201576,zhwPs,30,16.855971037566988
xsFtt,OAvJJ,xazLO,33,47,48,47,17.15952601050445,11.095410723687337,ZLYjM,35,-3.52643243056227
hkMgk,dXDUA,BdyUO,36,36,51,45,6.227782418117856,10.876177865807662,HdKEd,29,-11.08290782686351
mdaVC,WOSof,qhlfk,31,41,47,39,32.03473787631833,11.626567936527293,NtUrA,31,1.9730304201189695
GqecC,mKpRw,jePwQ,20,40,47,47,29.924463295810607,6.5499281625017325,NWyaO,31,-1.632759027304905
iJAeI,ryyES,imwtg,31,46,47,42,16.710027481271666,11.649560032448658,CeBaL,26,5.497992368529232
dEOlE,tlNue,QHUMI,29,39,47,40,26.78984442268556,11.06117063528319,fZsBM,44,-0.9131816050886403
dWZxI,aawxo,yVyRK,28,44,55,46,18.401208257565163,4.764597183311183,LSAmx,28,10.822384558809006
WOuEI,kHIcU,cwboX,35,43,42,39,22.52885910540099,6.269890487487681,AiXgy,28,6.73306261620071
VDvzd,tIncb,jzWHB,44,51,45,39,24.24024444080015,6.892655659613952,wiwQo,28,-12.239339681864799
geKLB,NAiUl,gfnvg,24,39,41,48,21.49159748979283,8.896053084750081,hcGwW,21,-4.202363070270664
etZXp,MzvAv,EEDFZ,30,43,48,40,16.33114369976655,4.352243182098681,VIRtb,31,12.263868624105177
nXTpC,XOhuE,jKqJY,30,33,44,41,15.94649790339534,6.226479310083334,QQdyV,27,6.2750517194793165
bgriG,DZlrh,vBosD,16,48,45,43,21.95001605964076,6.934165759668895,QyQJw,41,13.380505669451543
wXvoH,XYqiD,XGQtT,37,40,43,45,22.70266043707765,9.04014919893992,QedAF,32,10.522902291158143
opTWc,aVutm,WrFgb,26,41,44,40,25.660811506306022,9.40718346486389,oOapl,34,5.757697014717076
oQzwu,XHRlR,JLlBP,37,48,42,43,23.730443496979802,10.822578688119485,CGBph,34,-9.199407663527648
syNfY,xIxNX,zyFua,33,42,39,43,29.85066035359567,12.789087818095425,SjupB,27,-6.7436831354624704
cjYmJ,CcHHR,VDDRe,30,44,45,43,15.64318282499485,6.815113493681725,avfSG,24,3.0050488593825424
rlZnH,mrYvO,jsvym,17,51,44,44,22.412388681825103,7.722276776818044,MNDIe,24,11.698012047787508
pUTEu,vNNdO,wmyPX,34,56,46,46,22.182622939045554,6.339301561980456,lUiQo,41,5.080345284635961
MQEAn,XyEAO,Mfqmy,32,42,50,41,38.03213317399894,11.084236240592729,HlzcZ,32,-7.9310846618300825
aKyTP,iFPfq,rHdsu,28,37,39,47,20.13956571729565,16.18039861626015,QRKHU,38,15.669348146278107
jjdwD,Iuygm,ckAkt,30,47,48,42,33.99917205785785,9.345111762092014,jSMxi,39,3.908986330157582
PtznQ,DtVNG,Uyskm,23,40,48,43,26.480177681074437,8.366073735858281,REBVr,37,-12.731785258652707
mcIdr,yTZpq,kgLGO,31,44,46,48,26.804396796167556,12.201867220669792,lzYVp,36,12.520705511749956
xhEYy,wfGEn,WJdPY,17,37,44,40,29.809498886372236,15.094080927122215,GCbpB,33,14.312353417849208
POVGH,xBcjV,uVbVK,30,42,37,45,22.4714371219636,8.164540635230704,RojHK,33,-5.354121344309423
MuEIY,LIefB,elzHd,39,43,35,39,38.90435938558015,11.102200677546694,dbpcC,36,5.745640517738044
mqGHq,GgQga,BnNCE,48,45,28,41,9.135588304065097,14.649510597449716,fbbKx,40,-10.295165449858505
EGGFM,PyVEK,MYgHi,35,37,42,37,9.106912758021688,5.02213458551912,TTlnE,37,-7.057089274698733
DlCWb,PhYYv,DriHk,27,42,59,44,27.794672316552727,13.957888517993894,XORZV,35,-4.274725153146639
PeQnm,QcgRA,eQMxF,28,47,42,43,29.390542314241642,13.425240268499905,ZtCKR,25,6.830485390075006
HvCrq,Prnmv,yDQQC,30,50,52,44,13.955641074821393,10.735617502879323,pjoHo,29,0.22661098894451293
PsbJs,dGtGo,vDMEx,25,47,37,42,33.89072892055516,14.138035485437515,XfDaq,32,3.8205534818173272
OrCNu,bdgxG,dFzrL,38,48,40,39,17.402851257470708,13.805903542230485,ZTEGo,31,4.109589294684837
QfLSd,LkeFD,QlqoV,23,38,40,43,18.57153763439214,13.127037072831206,RXUrU,24,7.346149831463009
EoINM,bnxbk,HGibn,24,35,47,37,25.330949359310246,20.00111048119957,hLIWi,37,11.98719211849868
yvGLI,nKonp,PJLUt,36,39,35,41,26.725551403103047,12.547122895868327,XOMTU,24,12.381622398213871
yXcNf,QSFdH,jaYlI,35,50,35,43,16.526040948847665,8.288937421610466,gaUvs,33,3.0276642965948497
EgkqD,Jfxwf,lhzXS,19,40,49,47,26.778628323105902,8.582313456928526,VKRFb,23,-2.9151321785295607
KlQEo,HHbMn,GmGfE,38,47,44,38,22.084645626072316,11.76522504804379,rjkae,25,-15.382403793950424
nkpOq,DHQJe,cLdzG,38,45,44,35,24.63109468895121,12.181644931971078,CQSlm,33,12.888765008722096
btTxP,WmRIW,vjBeJ,47,46,44,43,17.32937957344308,11.743231643025268,Gdfmr,29,9.623786224936623
GAAfa,EFvbG,XoRWo,34,46,43,44,34.23600594296607,14.414498227666769,rUteb,42,2.046953979013876
JLdSr,YApVe,xAFJz,33,36,49,52,21.347309366138585,9.541003754962768,tCqjO,28,9.12165637266227
EAppq,Gfucm,MtQqq,33,38,43,47,16.922549782961674,10.260756709186385,NLfKx,36,22.85073590481881
jtGSA,GWJJS,scpcZ,47,47,39,51,10.395508771138749,5.4806549351584914,lPzUO,34,17.961800225759035
txDKi,nLpIs,KpqvN,47,48,42,44,32.31872474910821,11.439006480954399,LqUbD,31,14.0769889350993
yVdPW,UJxQS,FVbFn,24,34,54,49,18.695561421861687,8.51172549826792,gHOLn,27,-4.1141162523922326
SXGIC,hopFH,TvUDu,28,44,48,38,28.85872948034112,12.7478352709198,ntjSp,25,-11.616651236810961
HqOVQ,OQhgA,ESQPy,35,38,51,40,26.589260543371566,6.7978859259259625,elnKZ,26,19.915603572975503
ZOPju,JKzmg,eMEkq,18,41,45,42,4.78237846952511,12.468603894541488,STbwG,38,5.778656239775538
UHtMt,OKQYO,LnkLA,35,36,40,43,6.222950188247413,13.802051584902053,PGkVi,27,-4.964899536752457
rwKrm,IOxcK,BPkha,37,45,45,45,15.019372764389178,9.27429374156205,tNxTO,26,9.680874691760478
mOCXO,bCfSZ,KpCqH,28,42,50,43,11.085701943098659,11.767690366882897,Ecbbn,32,5.768505293847555
DASrX,eLzEu,viuDK,29,40,45,40,28.887916684817213,7.7997599104896675,TQMft,36,-0.5534714803102503
kAAkl,NJyOE,nQNnv,22,45,44,48,24.159524431666927,15.248120036260342,ysRob,33,12.439987110334666
aSZYj,bIsSM,bGTcJ,20,37,43,47,22.100730285086776,11.764268795954452,UGacO,31,4.1908584858111935
UTbRF,KZwkk,LygzE,32,41,45,50,16.583942289158305,9.806595513241868,FuZUm,35,11.48339215949156
fzfSm,Hrokg,cinNU,31,53,46,39,12.073587189436575,13.419047554534096,vqjoA,33,-0.11005833164316225
DKtkd,JBRch,cFFoc,24,37,55,38,13.04499814421807,6.95300337295742,bUeYO,31,-7.167134260827799
DXkka,VfxXO,VumdG,34,49,46,47,21.87615740350878,11.014419116379548,AVbyp,28,-0.2853418177638991
ukldS,ZCGpQ,cUqsF,26,29,41,41,26.382430342902193,4.06582531366796,zUnZi,41,-3.6395435329052184
WIIJF,Surlq,pekCQ,22,46,43,46,21.68954877723076,12.583283302568677,KXZUc,32,10.979879011205771
iCfIh,zBVQV,EKLfs,30,47,49,44,8.283170549089153,20.544591460490917,Qzywf,29,-2.3796347427905955
KWrlp,kZXjK,IUZwz,25,42,44,47,16.209626785461687,15.757121670327962,GnfRx,34,18.246631096555056
dtKQU,lUPYU,YDDNT,33,42,46,39,15.953998484701621,8.514552642693857,lDtze,26,1.0576554721312164
QNrYQ,LSPmX,CGhnR,13,35,41,38,26.93795805329307,11.18153444920079,NxZKT,38,-0.15329213929652852
NOhuv,RJYKT,GlLNB,29,38,43,46,18.452328474177552,9.839950752503992,xRDYI,32,-1.4810740706533716
VSdha,UXhfr,GIJpF,46,45,42,50,27.62083481146493,6.498640871185893,zbJLj,40,4.341985630488761
UGGeM,PkuDH,NAByX,41,39,47,45,28.809676338543852,13.763265320478316,xHdBy,34,0.674813879762
KgtIg,eoMsR,rKPex,32,50,43,44,26.26897305451676,9.461525572886357,lMkJY,33,9.770417963822737
mhEqH,IYaZj,WuDmw,35,33,29,50,18.200895413365785,7.231734907922917,eZMcm,25,-4.927252901665344
